Species Status MinT MaxT
Ursus_americanus extant 0 0.0117
Ursus_americanus extant 0 0.0117
Ursus_americanus extant 0.0117 2.588
Ursus_americanus extant 0 0.0117
Tremarctos_floridanus extinct 0.012 0.3
Arctodus_pristinus extinct 1.8 2.63
Arctodus_pristinus extinct 1.8 2.63
Ursus_americanus extant 1.8 2.63
Arctodus_pristinus extinct 0.39 0.9
Plionarctos_edensis extinct 5.91 6.88
Agriotherium_schneideri extinct 4.91 5.91
Plionarctos_edensis extinct 4.91 5.91
Agriotherium_schneideri extinct 4.91 5.91
Hemicyon_barbouri extinct 10.09 12.11
Arctodus_pristinus extinct 0.9 1.8
Ursus_americanus extant 2.63 4.91
Hemicyon_barbouri extinct 12.11 12.57
Hemicyon_barbouri extinct 10.09 12.11
Ursavus_primaevus extinct 14.78 15.97
Ursavus_pawniensis extinct 12.57 14.78
Plithocyon_barstowensis extinct 12.57 14.78
Ursus_americanus extant 2.63 4.91
Agriotherium_schneideri extinct 4.91 5.91
Indarctos_oregonensis extinct 6.88 7.59
Phoberocyon_johnhenryi extinct 15.97 18.5
Hemicyon_barbouri extinct 12.57 14.78
Arctodus_pristinus extinct 0.9 1.8
Indarctos_oregonensis extinct 6.88 7.59
Agriotherium_schneideri extinct 4.91 6.88
Agriotherium_schneideri extinct 5.91 6.88
Agriotherium_schneideri extinct 6.88 7.59
Agriotherium_schneideri extinct 5.91 6.88
Tremarctos_floridanus extinct 1.8 2.63
Tremarctos_floridanus extinct 0.9 2.63
Plionarctos_edensis extinct 2.63 4.91
Arctodus_pristinus extinct 1.8 2.63
Ursus_americanus extant 2.63 4.91
Ursavus_brevirhinus extinct 15.97 17.34
Agriotherium_schneideri extinct 4.91 5.91
Plionarctos_edensis extinct 4.91 5.91
Arctodus_pristinus extinct 1.8 2.63
Agriotherium_schneideri extinct 4.91 5.91
Agriotherium_schneideri extinct 4.91 6.88
Agriotherium_schneideri extinct 4.91 6.88
Arctodus_pristinus extinct 0.9 1.8
Arctodus_pristinus extinct 0.9 1.8
Hemicyon_barbouri extinct 9.07 12.57
Hemicyon_barbouri extinct 9.07 12.11
Indarctos_oregonensis extinct 5.91 6.88
Indarctos_oregonensis extinct 7.59 9.07
Indarctos_oregonensis extinct 6.88 7.59
Plionarctos_edensis extinct 1.8 4.91
Plionarctos_edensis extinct 2.63 4.91
Plionarctos_edensis extinct 1.8 2.63
Ursavus_brevirhinus extinct 12.57 14.78
Ursavus_pawniensis extinct 12.57 14.78
Ursavus_pawniensis extinct 12.57 14.78
Ursavus_pawniensis extinct 12.57 14.78
Ursavus_primaevus extinct 12.57 14.78
Ursus_americanus extant 2.63 4.91
