Species Status MinT MaxT
Vulpes_beihaiensis extinct 2.6 3.4
Nyctereutes_tingi extinct 3.596 4.187
Vulpes_lagopus extant 0.5 3.55
Vulpes_lagopus extant 0.5 3.55
Vulpes_corsac extant 0.58243333333333 1.29585
Xenocyon_dubius extinct 1.1531666666667 1.80951
Vulpes_lagopus extant 0.01 0.115
Vulpes_vulpes extant 0.01 0.115
Vulpes_praecorsac extinct 2.5 3.55
Vulpes_praeglacialis extinct 1.072 1.778
Vulpes_qiuzhudingi extinct 3.596 4.187
Vulpes_vulpes extant 0.0117 1.9
Vulpes_vulpes extant 0.13 0.374
Vulpes_vulpes extant 0.13 0.374
Vulpes_vulpes extant 0.13 0.374
Vulpes_vulpes extant 0.13 0.374
Vulpes_vulpes extant 0.0117 1.9
Vulpes_vulpes extant 0.13 0.191
Vulpes_vulpes extant 0.58243333333333 1.29585
Vulpes_vulpes extant 0 2.58
Vulpes_vulpes extant 0 2.58
Xenocyon_dubius extinct 1.1531666666667 1.80951
Xenocyon_dubius extinct 1.1531666666667 1.80951
Xenocyon_dubius extinct 1.1531666666667 1.80951
Xenocyon_dubius extinct 1.1531666666667 1.80951
Xenocyon_dubius extinct 1.1531666666667 1.80951
Xenocyon_dubius extinct 1.1531666666667 1.80951
Xenocyon_dubius extinct 1.1531666666667 1.80951
Xenocyon_dubius extinct 1.1531666666667 1.80951
