Species Status MinT MaxT
Lontra_weiri extinct 2.588 5.333
Negodiaetictis_rugatrulleum extinct 13.6 15.97
Brevimalictis_chikasha extinct 13.6 15.97
Brevimalictis_chikasha extinct 13.6 15.97
Leptarctus_ancipidens extinct 15.97 20.43
Lontra_canadensis extant 0.781 1.806
Lontra_weiri extinct 2.588 5.333
Enhydra_lutris extant 0.012 0.3
Enhydra_lutris extant 0.0117 0.126
Leptarctus_oregonensis extinct 13.6 15.97
Leptarctus_oregonensis extinct 13.6 15.97
Leptarctus_oregonensis extinct 13.6 15.97
Neovison_vison extant 0 0.0117
Neovison_vison extant 0 0.0117
Neovison_vison extant 0 0.0117
Neovison_vison extant 0 0.0117
Plesiogulo_marshalli extinct 4.9 10.3
Martes_americana extant 0.0117 0.126
Limnonyx_pontica extinct 11.62 13.82
Lontra_canadensis extant 0.0117 0.126
Mustela_frenata extant 0.0117 2.588
Taxidea_taxus extant 0.0117 2.588
Enhydritherium_terraenovae extinct 4.9 10.3
Taxidea_mexicana extinct 4.9 10.3
Martes_americana extant 0 0.0117
Lontra_canadensis extant 0 0.0117
Martes_pennanti extinct 0 0.0117
Neovison_vison extant 0 0.0117
Gulo_gulo extant 0 0.0117
Lontra_canadensis extant 0 0.0117
Neovison_vison extant 0 0.0117
Martes_americana extant 0 0.0117
Lontra_canadensis extant 0 0.0117
Martes_americana extant 0 0.0117
Martes_pennanti extinct 0 0.0117
Neovison_vison extant 0 0.0117
Neovison_vison extant 0 0.0117
Lontra_canadensis extant 0.012 0.3
Martes_americana extant 0.0117 0.126
Mustela_rexroadensis extinct 2.63 4.91
Mustela_meltoni extinct 2.63 4.91
Satherium_piscinarium extinct 1.8 2.63
Trigonictis_macrodon extinct 1.8 2.63
Trigonictis_macrodon extinct 1.8 2.63
Promartes_lepidus extinct 17.34 18.5
Mustela_rexroadensis extinct 4.91 5.91
Plesiogulo_lindsayi extinct 4.91 5.91
Pliotaxidea_garberi extinct 4.91 5.91
Mustela_rexroadensis extinct 2.63 4.91
Taxidea_taxus extant 2.63 4.91
Enhydritherium_terraenovae extinct 4.91 5.91
Plesiogulo_marshalli extinct 4.91 5.91
Satherium_piscinarium extinct 2.63 4.91
Pliotaxidea_nevadensis extinct 5.91 6.88
Lutravus_halli extinct 7.59 9.07
Pliotaxidea_nevadensis extinct 7.59 9.07
Plesiogulo_lindsayi extinct 4.91 5.91
Pliotaxidea_nevadensis extinct 4.91 5.91
