Species Status MinT MaxT
Phoberocyon_hurzeleri extinct 18.35 19.5
Plithocyon_bruneti extinct 18.35 19.5
Ballusia_hareni extinct 17.2 19.5
Hemicyon_gargan extinct 17.2 19.5
Plithocyon_bruneti extinct 17.2 19.5
Ursavus_isorei extinct 17.2 19.5
Ballusia_hareni extinct 17.2 19.5
Hemicyon_gargan extinct 17.2 19.5
Hemicyon_stehlini extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Plithocyon_bruneti extinct 17.2 19.5
Ursavus_isorei extinct 17.2 19.5
Phoberogale_gracile extinct 19.5 21.7
Phoberogale_depereti extinct 19.5 21.7
Phoberogale_gracile extinct 19.5 21.7
Hemicyon_stehlini extinct 16.4 17.2
Hemicyon_gargan extinct 17.2 19.5
Plithocyon_bruneti extinct 17.2 19.5
Indarctos_arctoides extinct 8.9 9.9
Agriarctos_depereti extinct 9.9 11.2
Helarctos_malayanus extant 0 0.0117
Ailuropoda_melanoleuca extant 0.58243333333333 1.29585
Helarctos_malayanus extant 0.58243333333333 1.29585
Ursus_thibetanus extant 0.58243333333333 1.29585
Ailuropoda_melanoleuca extant 0.58243333333333 1.29585
Ursus_thibetanus extant 0.58243333333333 1.29585
Ailuropoda_melanoleuca extant 0.58243333333333 1.29585
Ursus_thibetanus extant 0.58243333333333 1.29585
Ailuropoda_melanoleuca extant 0.58243333333333 1.29585
Ursus_thibetanus extant 0.58243333333333 1.29585
Ursus_thibetanus extant 1.1531666666667 1.80951
Ailuropoda_melanoleuca extant 0.076 0.279
Ursus_thibetanus extant 0.076 0.279
Ailuropoda_melanoleuca extant 0.58243333333333 1.29585
Helarctos_malayanus extant 0.58243333333333 1.29585
Ursus_thibetanus extant 0.58243333333333 1.29585
Ailuropoda_melanoleuca extant 0.0117 1.9
Helarctos_malayanus extant 0.0117 1.9
Ursus_thibetanus extant 0.0117 1.9
Ailuropoda_melanoleuca extant 1.044 1.185
Ursus_thibetanus extant 1.044 1.185
Ailuropoda_melanoleuca extant 0.21 0.21
Ursus_thibetanus extant 0.21 0.21
Ursus_thibetanus extant 0.087 0.106
Ursus_thibetanus extant 0.0117 1.9
Ursus_etruscus extinct 1.9 3.55
Ursus_thibetanus extant 1.9 3.55
Phoberogale_gracile extinct 19.5 21.7
Ursus_etruscus extinct 1.9 2.5
Indarctos_anthracitis extinct 7.1 8.9
Hemicyon_goeriachensis extinct 11.2 12.85
Ursus_spelaeus extinct 0.243 0.3
Ursus_spelaeus extinct 0.01 0.115
Ursus_spelaeus extinct 0.781 1.9
Hemicyon_sansaniensis extinct 14.2 16.4
Plithocyon_armagnacensis extinct 14.2 16.4
Plithocyon_bruneti extinct 14.2 16.4
Ursavus_brevirhinus extinct 14.2 16.4
Hemicyon_stehlini extinct 16.4 17.2
Ursavus_primaevus extinct 9.9 11.2
Indarctos_anthracitis extinct 7.1 7.6
Phoberocyon_akhmetievi extinct 14.2 17.2
Hemicyon_sansaniensis extinct 14.2 16.4
Hemicyon_goeriachensis extinct 13.75 14.9333333333333
Ursavus_brevirhinus extinct 13.75 14.9333333333333
Plithocyon_armagnacensis extinct 14.2 16.4
Hemicyon_sansaniensis extinct 12.85 14.2
Plithocyon_armagnacensis extinct 12.85 14.2
Hemicyon_sansaniensis extinct 14.2 17.2
Plithocyon_antunesi extinct 14.2 17.2
Hemicyon_sansaniensis extinct 14.2 16.4
Hemicyon_goeriachensis extinct 11.2 12.85
Ursavus_intermedius extinct 11.2 12.85
Hemicyon_stehlini extinct 14.2 16.4
Hemicyon_sansaniensis extinct 14.2 16.4
Ursavus_brevirhinus extinct 14.2 16.4
Hemicyon_goeriachensis extinct 14.2 16.4
Ursavus_brevirhinus extinct 14.2 16.4
Hemicyon_goeriachensis extinct 11.2 14.2
Ursavus_brevirhinus extinct 11.2 14.2
Helarctos_malayanus extant 0.0117 1.9
Ursavus_brevirhinus extinct 14.2 16.4
Ursus_spelaeus extinct 0.36 0.36
Ursus_thibetanus extant 0.36 0.36
Ursus_spelaeus extinct 0.374 0.424
Ursus_spelaeus extinct 0.3 0.337
Ursus_thibetanus extant 0.3 0.337
Phoberocyon_aurelianensis extinct 17.2 19.5
Ursus_spelaeus extinct 0.374 0.424
Ursus_spelaeus extinct 0.243 0.3
Ursus_angustidens extinct 0.0117 0.653775
Ursus_spelaeus extinct 0.242 0.245
Ursus_thibetanus extant 0.242 0.245
Ursus_arctos extant 0.35 0.69
Ursus_spelaeus extinct 0.35 0.69
Ursus_arctos extant 0.35 0.69
Ursus_spelaeus extinct 0.35 0.69
Ursus_spelaeus extinct 0.374 0.424
Ursus_spelaeus extinct 0.0625 0.115
Ballusia_hareni extinct 17.2 19.5
Ballusia_hareni extinct 17.2 19.5
Hemicyon_sansaniensis extinct 14.5333333333333 15.4666666666667
Ursavus_brevirhinus extinct 14.5333333333333 15.4666666666667
Hemicyon_sansaniensis extinct 14.2 16.4
Plithocyon_armagnacensis extinct 14.2 16.4
Ursavus_brevirhinus extinct 11.2 12.85
Phoberocyon_teilhardi extinct 12.85 14.2
Phoberocyon_teilhardi extinct 11.2 12.85
Phoberocyon_aurelianensis extinct 17.2 19.5
Cephalogale_ginesticus extinct 21.7 23
Hemicyon_stehlini extinct 16.4 17.2
Phoberocyon_aurelianensis extinct 17.2 19.5
Kretzoiarctos_beatrix extinct 11.7876666666667 11.9183333333333
Agriotherium_inexpetans extinct 5.3 7.2
Agriotherium_insigne extinct 2.5 3.55
Ursus_etruscus extinct 2.5 3.55
Agriotherium_insigne extinct 5 5.3
Ursus_boeckhi extinct 5 5.3
Ailuropoda_melanoleuca extant 0.0117 1.9
Ailuropoda_melanoleuca extant 0.0702 0.1269
Ailuropoda_melanoleuca extant 0.0117 0.653775
Ballusia_elmensis extinct 17.2 19.5
Ballusia_hareni extinct 17.2 19.5
Hemicyon_gargan extinct 17.2 19.5
Ursavus_isorei extinct 17.2 19.5
Ballusia_hareni extinct 17.2 19.5
